Hazard Unique Identifier,Region,Hazard Event,Quarter,Year,Duration,Fatalities,Injuries,Property Damage,Hazard Event (Grouped)
1682,1,Severe Storm/Thunder Storm/ Wind,3,1992,1,0,0,760578,Storms
1683,1,Severe Storm/Thunder Storm,2,1992,1,0,0,737197,Storms
1684,5,Winter Weather,4,1992,2,0,0,301467,Winter Weather
1685,6,Winter Weather,4,1992,2,0,0,279020,Winter Weather
1686,1,Winter Weather,4,1992,2,0,0,271547,Winter Weather
1687,1,Winter Weather,4,1992,1,0,0,98566,Winter Weather
1688,5,Severe Storm/Thunder Storm/ Wind,1,1992,1,0,12,84641,Storms
1689,1,Severe Storm/Thunder Storm,3,1992,1,0,0,84277,Storms
1690,2,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,3,1992,1,0,0,75415,Hail/Storms
1691,1,Severe Storm/Thunder Storm,3,1992,1,0,0,73236,Storms
1692,1,Severe Storm/Thunder Storm,3,1992,1,0,0,8363,Storms
1693,1,Severe Storm/Thunder Storm/ Wind,1,1992,1,0,0,8021,Storms
1694,1,Severe Storm/Thunder Storm,3,1992,1,0,0,766,Storms
1695,6,Winter Weather,2,1992,1,0,0,0,Winter Weather
1696,4,Lightning,2,1992,1,12,0,0,Lightning
1697,6,Winter Weather,2,1992,1,0,0,0,Winter Weather
1698,2,Wind/ Winter Weather,1,1993,1,0,3,130098949,Winter Weather
1699,2,Drought/ Heat,3,1993,31,0,0,98937152,Drought/Heat
1700,6,Drought/ Heat,3,1993,31,0,0,95598307,Drought/Heat
1701,3,Drought/ Heat,3,1993,31,0,0,91558942,Drought/Heat
1702,1,Drought/ Heat,3,1993,31,0,0,90630980,Drought/Heat
1703,5,Drought/ Heat,3,1993,31,0,0,89584748,Drought/Heat
1704,4,Drought/ Heat,3,1993,31,0,0,84389979,Drought/Heat
1705,1,Lightning/ Severe Storm/Thunder Storm,3,1993,1,0,0,7700901,Lightning/Storms
1706,1,Hail/ Severe Storm/Thunder Storm/ Wind,3,1993,1,0,0,2919938,Hail/Storms
1707,2,Flooding,2,1993,1,0,0,2831951,Flooding
1708,4,Wind/ Winter Weather,1,1993,1,0,0,1070201,Winter Weather
1709,3,Wind/ Winter Weather,1,1993,1,0,0,1019574,Winter Weather
1710,1,Wind,1,1993,1,0,0,897812,Wind
1711,1,Flooding,3,1993,1,0,0,826761,Flooding
1712,5,Wind/ Winter Weather,1,1993,1,0,0,742983,Winter Weather
1713,1,Winter Weather,1,1993,1,0,0,587592,Winter Weather
1714,6,Winter Weather,1,1993,1,0,0,541395,Winter Weather
1715,1,Flooding,1,1993,31,0,0,186338,Flooding
1716,5,Flooding,1,1993,31,0,0,181755,Flooding
1717,2,Flooding,1,1993,31,0,0,177292,Flooding
1718,4,Flooding,1,1993,31,0,0,176379,Flooding
1719,6,Flooding,1,1993,31,0,0,173984,Flooding
1720,3,Flooding,1,1993,31,0,0,169625,Flooding
1721,2,Flooding,1,1993,2,0,0,84998,Flooding
1722,1,Lightning/ Severe Storm/Thunder Storm/ Wind,3,1993,1,0,0,79862,Lightning/Storms
1723,1,Severe Storm/Thunder Storm,2,1993,1,0,0,76359,Storms
1724,1,Severe Storm/Thunder Storm,1,1993,1,0,0,75582,Storms
1725,2,Wind,1,1993,1,0,0,74393,Wind
1726,1,Winter Weather,1,1993,2,0,0,8990,Winter Weather
1727,1,Lightning,1,1993,1,0,0,8688,Lightning
1728,5,Tornado,2,1993,1,0,0,8007,Storms
1729,1,Lightning/ Severe Storm/Thunder Storm/ Wind,3,1993,1,0,11,7786,Lightning/Storms
1730,4,Hail/ Severe Storm/Thunder Storm/ Wind,1,1993,1,0,0,7708,Hail/Storms
1731,1,Hail,2,1993,1,0,0,7699,Hail
1732,2,Lightning,3,1993,1,0,0,7523,Lightning
1733,6,Wind,1,1993,1,0,0,5640,Wind
1734,4,Wind,1,1993,1,0,0,5433,Wind
1735,3,Wind,1,1993,1,0,0,4976,Wind
1736,1,Hail/ Severe Storm/Thunder Storm/ Wind,3,1993,1,0,0,802,Hail/Storms
1737,1,Hail/ Severe Storm/Thunder Storm/ Wind,1,1993,1,0,0,762,Hail/Storms
1738,1,Lightning/ Severe Storm/Thunder Storm/ Wind,3,1993,1,0,0,742,Lightning/Storms
1739,6,Heat,2,1993,30,0,0,0,Drought/Heat
1740,1,Heat,2,1993,30,0,0,0,Drought/Heat
1741,2,Heat,2,1993,30,0,0,0,Drought/Heat
1742,4,Heat,2,1993,30,0,0,0,Drought/Heat
1743,3,Heat,2,1993,30,0,0,0,Drought/Heat
1744,5,Heat,2,1993,30,0,0,0,Drought/Heat
1745,3,Heat,3,1993,1,12,0,0,Drought/Heat
1746,4,Winter Weather,4,1993,1,12,0,0,Winter Weather
1747,6,Winter Weather,1,1993,1,11,0,0,Winter Weather
1748,6,Drought/ Heat,3,1993,31,0,0,0,Drought/Heat
1749,1,Drought/ Heat,3,1993,31,0,0,0,Drought/Heat
1750,2,Drought/ Heat,3,1993,31,0,0,0,Drought/Heat
1751,4,Drought/ Heat,3,1993,31,0,0,0,Drought/Heat
1752,3,Drought/ Heat,3,1993,31,0,0,0,Drought/Heat
1753,5,Drought/ Heat,3,1993,31,0,0,0,Drought/Heat
1754,2,Flooding,4,1994,1,0,0,4088230,Flooding
1755,2,Severe Storm/Thunder Storm,3,1994,1,0,0,1192347,Storms
1756,2,Flooding/ Severe Storm/Thunder Storm,4,1994,2,0,0,1176472,Flooding/Storms
1757,4,Tornado,3,1994,1,0,0,835875,Storms
1758,5,Severe Storm/Thunder Storm,3,1994,1,0,0,810592,Storms
1759,1,Flooding,3,1994,1,0,0,776351,Flooding
1760,1,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,3,1994,1,0,0,762956,Hail/Storms
1761,1,Lightning,3,1994,1,0,0,754396,Lightning
1762,4,Flooding,3,1994,1,0,0,732203,Flooding
1763,1,Winter Weather,1,1994,1,0,0,410189,Winter Weather
1764,2,Flooding,2,1994,1,0,0,368757,Flooding
1765,1,Hail/ Severe Storm/Thunder Storm/ Wind,3,1994,1,0,0,86607,Hail/Storms
1766,1,Hail/ Severe Storm/Thunder Storm/ Wind,3,1994,1,0,0,85458,Hail/Storms
1767,4,Severe Storm/Thunder Storm,3,1994,1,0,0,83809,Storms
1768,1,Severe Storm/Thunder Storm/ Wind,1,1994,1,0,0,83722,Storms
1769,4,Tornado,3,1994,1,0,0,82398,Storms
1770,1,Flooding,3,1994,1,0,0,81122,Flooding
1771,2,Severe Storm/Thunder Storm,2,1994,1,0,0,78839,Storms
1772,1,Severe Storm/Thunder Storm,2,1994,1,0,0,76097,Storms
1773,3,Lightning,3,1994,1,0,0,75035,Lightning
1774,4,Lightning,3,1994,1,0,0,74987,Lightning
1775,3,Severe Storm/Thunder Storm,3,1994,1,0,0,74242,Storms
1776,1,Severe Storm/Thunder Storm,2,1994,1,0,0,72855,Storms
1777,5,Flooding,3,1994,1,0,0,72300,Flooding
1778,3,Flooding,4,1994,1,0,0,16630,Flooding
1779,1,Hail/ Wind,3,1994,1,0,0,8014,Hail/Storms
1780,1,Tornado,1,1994,1,0,0,7904,Storms
1781,1,Severe Storm/Thunder Storm,2,1994,1,0,0,7253,Storms
1782,2,Hail,1,1994,1,0,0,7174,Hail
1783,1,Tornado,1,1994,1,0,0,4041,Storms
1784,3,Severe Storm/Thunder Storm/ Wind,2,1994,1,0,0,3952,Storms
1785,6,Winter Weather,1,1994,1,12,0,0,Winter Weather
1786,6,Drought,2,1994,31,0,0,0,Drought/Heat
1787,1,Drought,2,1994,31,0,0,0,Drought/Heat
1788,2,Drought,2,1994,31,0,0,0,Drought/Heat
1789,4,Drought,2,1994,31,0,0,0,Drought/Heat
1790,3,Drought,2,1994,31,0,0,0,Drought/Heat
1791,5,Drought,2,1994,31,0,0,0,Drought/Heat
1792,1,Lightning,2,1994,1,10,0,0,Lightning
1793,1,Lightning,3,1994,1,0,11,0,Lightning
1794,1,Lightning,3,1994,1,0,11,0,Lightning
1795,1,Hail/ Lightning,3,1994,1,0,12,0,Hail/Storms
1796,3,Tornado,1,1995,1,0,0,164844948,Storms
1797,1,Flooding,3,1995,1,11,59,78721032,Flooding
1798,1,Flooding,3,1995,1,0,0,33346267,Flooding
1799,2,Tornado,4,1995,1,0,0,22876813,Storms
1800,1,Flooding,3,1995,1,0,0,8520450,Flooding
1801,3,Hurricane/Tropical Storm,3,1995,6,0,0,3771040,Storms
1802,5,Hurricane/Tropical Storm,3,1995,6,0,0,3748296,Storms
1803,6,Hurricane/Tropical Storm,3,1995,6,0,0,3486739,Storms
1804,2,Hurricane/Tropical Storm,3,1995,6,0,0,3423676,Storms
1805,4,Hurricane/Tropical Storm,3,1995,6,0,0,3392317,Storms
1806,4,Tornado,4,1995,1,0,36,3170717,Storms
1807,1,Hurricane/Tropical Storm,3,1995,6,0,0,3163153,Storms
1808,5,Severe Storm/Thunder Storm,1,1995,1,0,0,1589638,Storms
1809,1,Tornado,4,1995,1,0,0,1285676,Storms
1810,3,Severe Storm/Thunder Storm/ Wind,2,1995,1,0,0,845387,Storms
1811,4,Severe Storm/Thunder Storm/ Wind,1,1995,1,0,0,844515,Storms
1812,1,Severe Storm/Thunder Storm,2,1995,1,0,0,758280,Storms
1813,1,Wind,4,1995,1,0,0,611257,Wind
1814,1,Severe Storm/Thunder Storm/ Wind,2,1995,1,0,0,427647,Storms
1815,4,Severe Storm/Thunder Storm,2,1995,1,0,0,307053,Storms
1816,2,Flooding,2,1995,1,0,0,241560,Flooding
1817,1,Flooding,1,1995,1,0,0,231098,Flooding
1818,3,Severe Storm/Thunder Storm/ Wind,2,1995,1,0,0,226865,Storms
1819,4,Tornado,4,1995,1,0,0,225034,Storms
1820,4,Severe Storm/Thunder Storm/ Wind,4,1995,1,0,0,171106,Storms
1821,6,Hail,2,1995,1,0,0,164971,Hail
1822,2,Severe Storm/Thunder Storm/ Wind,1,1995,1,0,0,161135,Storms
1823,3,Hail,3,1995,1,0,0,158615,Hail
1824,4,Flooding,1,1995,1,0,0,155714,Flooding
1825,1,Winter Weather,1,1995,1,0,0,155349,Winter Weather
1826,6,Severe Storm/Thunder Storm/ Wind,2,1995,1,0,0,155333,Storms
1827,3,Severe Storm/Thunder Storm/ Wind,2,1995,1,0,0,149405,Storms
1828,5,Severe Storm/Thunder Storm,2,1995,1,0,0,149024,Storms
1829,3,Hail,2,1995,1,0,0,147804,Hail
1830,1,Wind,1,1995,1,0,0,142668,Wind
1831,5,Flooding/ Severe Storm/Thunder Storm/ Wind,1,1995,1,0,0,86924,Flooding/Storms
1832,1,Severe Storm/Thunder Storm/ Wind,1,1995,1,0,0,85703,Storms
1833,4,Severe Storm/Thunder Storm/ Wind,2,1995,1,0,0,85141,Storms
1834,2,Severe Storm/Thunder Storm,2,1995,1,0,0,84903,Storms
1835,2,Severe Storm/Thunder Storm,1,1995,1,0,0,83785,Storms
1836,4,Hail,2,1995,1,0,0,83191,Hail
1837,3,Severe Storm/Thunder Storm,2,1995,1,0,0,79275,Storms
1838,2,Severe Storm/Thunder Storm,2,1995,1,0,0,76890,Storms
1839,5,Severe Storm/Thunder Storm/ Wind,2,1995,1,0,0,71841,Storms
1840,2,Severe Storm/Thunder Storm,2,1995,1,0,0,71381,Storms
1841,2,Severe Storm/Thunder Storm/ Wind,3,1995,1,0,0,51850,Storms
1842,1,Severe Storm/Thunder Storm/ Wind,2,1995,1,0,0,34484,Storms
1843,1,Severe Storm/Thunder Storm,1,1995,1,0,0,33891,Storms
1844,2,Severe Storm/Thunder Storm/ Wind,2,1995,1,0,0,32664,Storms
1845,1,Severe Storm/Thunder Storm/ Wind,2,1995,1,0,0,31184,Storms
1846,2,Flooding,2,1995,1,0,0,31012,Flooding
1847,5,Severe Storm/Thunder Storm/ Wind,2,1995,1,0,0,30575,Storms
1848,5,Hail,2,1995,1,0,0,29706,Hail
1849,3,Hail,2,1995,1,0,0,29573,Hail
1850,1,Lightning,1,1995,1,0,0,26499,Lightning
1851,5,Severe Storm/Thunder Storm/ Wind,2,1995,1,0,0,16975,Storms
1852,1,Severe Storm/Thunder Storm,1,1995,1,0,0,16015,Storms
1853,4,Severe Storm/Thunder Storm/ Wind,2,1995,1,0,0,15038,Storms
1854,4,Tornado,1,1995,1,0,0,14677,Storms
1855,4,Severe Storm/Thunder Storm/ Wind,1,1995,1,0,0,14620,Storms
1856,4,Flooding,1,1995,3,0,0,14569,Flooding
1857,4,Severe Storm/Thunder Storm/ Wind,2,1995,1,0,0,14534,Storms
1858,2,Severe Storm/Thunder Storm/ Wind,2,1995,1,0,0,8566,Storms
1859,6,Drought,2,1995,31,0,0,0,Drought/Heat
1860,1,Drought,2,1995,31,0,0,0,Drought/Heat
1861,2,Drought,2,1995,31,0,0,0,Drought/Heat
1862,4,Drought,2,1995,31,0,0,0,Drought/Heat
1863,3,Drought,2,1995,31,0,0,0,Drought/Heat
1864,5,Drought,2,1995,31,0,0,0,Drought/Heat
1865,2,Severe Storm/Thunder Storm/ Wind,2,1995,1,0,23,0,Storms
1866,2,Lightning,2,1995,1,0,12,0,Lightning
1867,3,Lightning,3,1995,1,11,44,0,Lightning
1868,2,Lightning,3,1995,1,0,21,0,Lightning
1869,2,Heat,3,1995,1,12,0,0,Drought/Heat
1870,1,Heat,3,1995,1,13,0,0,Drought/Heat
1871,1,Winter Weather,4,1995,1,12,0,0,Winter Weather
1872,1,Heat,3,1995,1,12,0,0,Drought/Heat
1873,2,Lightning,2,1995,1,0,10,0,Lightning
1874,2,Hurricane/Tropical Storm,3,1996,1,10,0,14333378,Storms
1875,2,Hurricane/Tropical Storm,3,1996,1,0,0,13037192,Storms
1876,2,Hurricane/Tropical Storm,3,1996,1,0,0,12367096,Storms
1877,1,Severe Storm/Thunder Storm/ Wind,1,1996,1,0,0,6042782,Storms
1878,2,Tornado,4,1996,1,0,0,3916236,Storms
1879,4,Lightning,3,1996,1,0,0,3064508,Lightning
1880,2,Flooding,3,1996,1,0,0,2882844,Flooding
1881,3,Lightning,3,1996,1,0,0,1733016,Lightning
1882,1,Severe Storm/Thunder Storm/ Wind,1,1996,1,12,36,1618489,Storms
1883,5,Tornado,3,1996,1,0,0,1129336,Storms
1884,1,Severe Storm/Thunder Storm/ Wind,1,1996,1,0,0,851886,Storms
1885,4,Tornado,1,1996,1,0,0,492944,Storms
1886,1,Severe Storm/Thunder Storm/ Wind,3,1996,1,0,0,314408,Storms
1887,1,Severe Storm/Thunder Storm/ Wind,3,1996,1,0,0,305848,Storms
1888,1,Severe Storm/Thunder Storm/ Wind,2,1996,1,0,0,248075,Storms
1889,1,Severe Storm/Thunder Storm/ Wind,1,1996,1,0,0,241536,Storms
1890,1,Severe Storm/Thunder Storm/ Wind,1,1996,1,0,0,232643,Storms
1891,1,Severe Storm/Thunder Storm/ Wind,3,1996,1,0,0,217806,Storms
1892,1,Tornado,3,1996,1,0,0,216593,Storms
1893,1,Severe Storm/Thunder Storm/ Wind,3,1996,1,0,0,173072,Storms
1894,2,Lightning,3,1996,1,0,0,167761,Lightning
1895,1,Severe Storm/Thunder Storm/ Wind,2,1996,1,0,0,162165,Storms
1896,1,Winter Weather,1,1996,1,0,0,122945,Winter Weather
1897,1,Winter Weather,1,1996,1,0,0,106675,Winter Weather
1898,3,Flooding,1,1996,1,0,0,85949,Flooding
1899,4,Tornado,1,1996,1,0,0,79299,Storms
1900,1,Severe Storm/Thunder Storm/ Wind,2,1996,1,0,0,74623,Storms
1901,1,Wind,1,1996,1,0,0,26124,Wind
1902,2,Severe Storm/Thunder Storm/ Wind,1,1996,1,0,0,8658,Storms
1903,1,Winter Weather,1,1996,1,23,0,0,Winter Weather
1904,4,Lightning,2,1996,1,0,11,0,Lightning
1905,1,Winter Weather,1,1996,1,0,0,0,Winter Weather
1906,1,Winter Weather,4,1996,1,25,0,0,Winter Weather
1907,2,Severe Storm/Thunder Storm/ Wind,3,1997,1,0,25,8266818,Storms
1908,4,Lightning,3,1997,1,0,0,4648123,Lightning
1909,5,Lightning,3,1997,1,0,0,3360901,Lightning
1910,3,Tornado,3,1997,1,0,11,3107974,Storms
1911,1,Flooding,3,1997,1,0,0,1678568,Flooding
1912,5,Severe Storm/Thunder Storm/ Wind,2,1997,1,0,0,748293,Storms
1913,1,Winter Weather,1,1997,1,0,0,594132,Winter Weather
1914,4,Severe Storm/Thunder Storm/ Wind,3,1997,1,0,49,487401,Storms
1915,1,Severe Storm/Thunder Storm/ Wind,3,1997,1,0,0,376247,Storms
1916,2,Tornado,2,1997,1,0,13,347475,Storms
1917,3,Severe Storm/Thunder Storm/ Wind,3,1997,1,0,0,313904,Storms
1918,3,Severe Storm/Thunder Storm/ Wind,2,1997,1,0,10,287238,Storms
1919,3,Severe Storm/Thunder Storm/ Wind,1,1997,1,0,0,86147,Storms
1920,1,Severe Storm/Thunder Storm/ Wind,3,1997,1,0,0,80773,Storms
1921,2,Severe Storm/Thunder Storm/ Wind,4,1997,1,0,0,75582,Storms
1922,1,Wind,2,1997,1,0,68,44940,Wind
1923,3,Severe Storm/Thunder Storm/ Wind,4,1997,1,0,0,34138,Storms
1924,2,Hail,2,1997,1,0,0,0,Hail
1925,4,Severe Storm/Thunder Storm/ Wind,2,1997,1,0,49,0,Storms
1926,2,Hurricane/Tropical Storm,3,1998,1,0,0,55436663,Storms
1927,6,Tornado,2,1998,1,12,110,16162699,Storms
1928,6,Tornado,2,1998,1,0,23,7597863,Storms
1929,6,Tornado,2,1998,1,0,0,4453619,Storms
1930,4,Tornado,1,1998,1,0,0,3393627,Storms
1931,4,Tornado,1,1998,1,0,0,1275642,Storms
1932,2,Lightning,3,1998,1,0,0,1223972,Lightning
1933,1,Flooding,1,1998,2,0,0,865202,Flooding
1934,2,Severe Storm/Thunder Storm/ Wind,2,1998,1,0,0,818518,Storms
1935,2,Severe Storm/Thunder Storm,3,1998,1,0,0,807025,Storms
1936,2,Hail,2,1998,1,0,0,719997,Hail
1937,2,Lightning,2,1998,1,0,0,449784,Lightning
1938,2,Severe Storm/Thunder Storm/ Wind,3,1998,1,0,0,424833,Storms
1939,2,Tornado,1,1998,1,0,0,411319,Storms
1940,1,Severe Storm/Thunder Storm/ Wind,2,1998,1,0,0,310730,Storms
1941,2,Severe Storm/Thunder Storm/ Wind,2,1998,1,0,0,306450,Storms
1942,1,Wind,1,1998,1,0,0,162736,Wind
1943,2,Severe Storm/Thunder Storm/ Wind,3,1998,1,0,0,146202,Storms
1944,2,Severe Storm/Thunder Storm/ Wind,3,1998,1,0,0,145553,Storms
1945,1,Lightning,3,1998,1,0,0,79957,Lightning
1946,2,Severe Storm/Thunder Storm/ Wind,1,1998,1,0,0,65354,Storms
1947,5,Tornado,2,1998,1,0,0,29712,Storms
1948,1,Severe Storm/Thunder Storm/ Wind,2,1998,1,0,36,0,Storms
1949,2,Lightning,3,1998,1,11,11,0,Lightning
1950,1,Winter Weather,1,1999,2,0,0,30432669,Winter Weather
1951,5,Severe Storm/Thunder Storm/ Wind,3,1999,1,0,0,12000604,Storms
1952,2,Severe Storm/Thunder Storm/ Wind,1,1999,1,0,21,2828393,Storms
1953,1,Severe Storm/Thunder Storm/ Wind,3,1999,1,0,0,1006887,Storms
1954,2,Flooding,2,1999,1,0,0,410606,Flooding
1955,2,Tornado,2,1999,1,0,0,403671,Storms
1956,1,Lightning,2,1999,1,0,0,292374,Lightning
1957,1,Severe Storm/Thunder Storm/ Wind,3,1999,1,0,0,154572,Storms
1958,1,Severe Storm/Thunder Storm/ Wind,2,1999,1,0,0,79022,Storms
1959,1,Hail,2,1999,1,0,0,73537,Hail
1960,4,Hail,3,1999,1,0,0,8282,Hail
1961,6,Tornado,2,1999,1,0,0,8175,Storms
1962,3,Lightning,2,1999,1,0,35,0,Lightning
1963,2,Heat,3,1999,12,0,175,0,Drought/Heat
1964,1,Heat,3,1999,6,16,0,0,Drought/Heat
1965,2,Lightning,3,1999,1,0,12,0,Lightning
1966,2,Flooding,3,2000,1,0,0,30762391,Flooding
1967,1,Lightning,2,2000,1,0,0,6622331,Lightning
1968,1,Severe Storm/Thunder Storm/ Wind,3,2000,1,0,0,1968850,Storms
1969,2,Flooding,3,2000,1,0,0,1171898,Flooding
1970,2,Flooding,3,2000,1,0,0,428677,Flooding
1971,2,Severe Storm/Thunder Storm/ Wind,3,2000,1,0,0,232429,Storms
1972,2,Flooding,3,2000,1,0,0,152892,Flooding
1973,2,Severe Storm/Thunder Storm/ Wind,2,2000,1,0,0,81241,Storms
1974,2,Severe Storm/Thunder Storm/ Wind,3,2000,1,0,0,45668,Storms
1975,2,Severe Storm/Thunder Storm/ Wind,3,2000,1,0,0,33504,Storms
1976,2,Hail,2,2000,1,0,0,32569,Hail
1977,1,Severe Storm/Thunder Storm/ Wind,4,2000,1,0,0,16704,Storms
1978,1,Severe Storm/Thunder Storm/ Wind,2,2000,1,0,0,15772,Storms
1979,3,Severe Storm/Thunder Storm/ Wind,2,2000,1,11,11,0,Storms
1980,1,Severe Storm/Thunder Storm/ Wind,2,2000,1,0,23,0,Storms
1981,3,Severe Storm/Thunder Storm/ Wind,2,2000,1,0,12,0,Storms
1982,2,Lightning,3,2000,1,0,11,0,Lightning
1983,1,Heat,3,2000,1,11,0,0,Drought/Heat
1984,2,Tornado,3,2001,1,0,471,127652985,Storms
1985,2,Tornado,3,2001,1,0,0,11943530,Storms
1986,2,Lightning,2,2001,1,0,0,2863822,Lightning
1987,2,Flooding,1,2001,1,10,0,726180,Flooding
1988,2,Lightning,3,2001,1,0,0,388374,Lightning
1989,2,Lightning,2,2001,1,0,0,321668,Lightning
1990,2,Severe Storm/Thunder Storm/ Wind,2,2001,1,0,0,255137,Storms
1991,2,Fog,4,2001,1,10,109,217925,Fog
1992,2,Severe Storm/Thunder Storm/ Wind,2,2001,1,0,0,82604,Storms
1993,2,Severe Storm/Thunder Storm/ Wind,1,2001,1,0,0,50219,Storms
1994,2,Wind/ Winter Weather,2,2001,1,0,0,0,Winter Weather
1995,1,Winter Weather,4,2002,2,0,0,183566160,Winter Weather
1996,1,Tornado,4,2002,1,0,0,4018482,Storms
1997,1,Flooding,2,2002,1,0,0,775638,Flooding
1998,2,Lightning,3,2002,1,0,0,437610,Lightning
1999,1,Severe Storm/Thunder Storm/ Wind,3,2002,1,0,0,402640,Storms
2000,1,Severe Storm/Thunder Storm/ Wind,4,2002,1,0,0,170615,Storms
2001,1,Severe Storm/Thunder Storm/ Wind,2,2002,1,0,0,168490,Storms
2002,1,Severe Storm/Thunder Storm/ Wind,3,2002,1,0,0,157362,Storms
2003,1,Severe Storm/Thunder Storm/ Wind,3,2002,1,0,0,151307,Storms
2004,4,Severe Storm/Thunder Storm/ Wind,3,2002,1,0,11,122225,Storms
2005,4,Severe Storm/Thunder Storm/ Wind,3,2002,1,0,0,97489,Storms
2006,1,Severe Storm/Thunder Storm/ Wind,4,2002,1,0,0,78879,Storms
2007,3,Severe Storm/Thunder Storm/ Wind,4,2002,1,0,0,46676,Storms
2008,1,Severe Storm/Thunder Storm/ Wind,2,2002,1,0,0,43504,Storms
2009,1,Tornado,4,2002,1,0,0,30930,Storms
2010,4,Severe Storm/Thunder Storm/ Wind,2,2002,1,0,0,29766,Storms
2011,4,Severe Storm/Thunder Storm/ Wind,2,2002,1,0,0,29541,Storms
2012,1,Wind,1,2002,1,0,0,14403,Wind
2013,2,Wind/ Winter Weather,1,2002,1,12,0,0,Winter Weather
2014,1,Flooding,1,2003,1,0,0,16417916,Flooding
2015,1,Severe Storm/Thunder Storm/ Wind,3,2003,1,0,0,4704239,Storms
2016,3,Lightning,3,2003,1,0,0,2551339,Lightning
2017,2,Severe Storm/Thunder Storm/ Wind,3,2003,1,0,0,1713125,Storms
2018,1,Lightning,3,2003,1,0,0,1627366,Lightning
2019,3,Lightning,1,2003,1,0,0,1084007,Lightning
2020,3,Lightning,2,2003,1,0,0,786330,Lightning
2021,1,Wind,1,2003,1,0,23,772071,Wind
2022,3,Severe Storm/Thunder Storm/ Wind,2,2003,1,0,0,474989,Storms
2023,1,Flooding,3,2003,1,0,0,171835,Flooding
2024,2,Severe Storm/Thunder Storm/ Wind,3,2003,1,0,0,147534,Storms
2025,2,Severe Storm/Thunder Storm/ Wind,3,2003,1,0,0,72958,Storms
2026,1,Severe Storm/Thunder Storm/ Wind,2,2003,1,0,0,50228,Storms
2027,1,Severe Storm/Thunder Storm/ Wind,2,2003,1,0,0,34826,Storms
2028,1,Severe Storm/Thunder Storm/ Wind,2,2003,1,0,0,16944,Storms
2029,1,Hail,2,2003,1,0,0,16799,Hail
2030,1,Severe Storm/Thunder Storm/ Wind,3,2003,1,0,0,16032,Storms
2031,1,Severe Storm/Thunder Storm/ Wind,1,2003,1,0,0,15720,Storms
2032,1,Severe Storm/Thunder Storm/ Wind,3,2003,1,0,0,14336,Storms
2033,1,Hail,2,2003,1,0,11,0,Hail
2034,4,Lightning,3,2003,1,0,11,0,Lightning
2035,2,Hurricane/Tropical Storm,3,2004,1,0,38,68683545,Storms
2036,1,Flooding,3,2004,1,0,0,56691507,Flooding
2037,2,Winter Weather,1,2004,2,0,0,52567926,Winter Weather
2038,5,Tornado,3,2004,1,0,37,28198805,Storms
2039,3,Tornado,3,2004,1,0,0,5049020,Storms
2040,3,Severe Storm/Thunder Storm/ Wind,3,2004,1,0,33,4387992,Storms
2041,4,Lightning,3,2004,1,0,0,2407522,Lightning
2042,1,Severe Storm/Thunder Storm/ Wind,3,2004,1,0,0,2158091,Storms
2043,2,Severe Storm/Thunder Storm/ Wind,2,2004,1,0,0,1934538,Storms
2044,3,Tornado,3,2004,1,0,36,1622927,Storms
2045,2,Severe Storm/Thunder Storm/ Wind,2,2004,1,0,0,576315,Storms
2046,2,Severe Storm/Thunder Storm/ Wind,2,2004,1,0,0,322683,Storms
2047,1,Flooding,3,2004,1,0,0,286952,Flooding
2048,1,Flooding,3,2004,2,0,0,261343,Flooding
2049,2,Wind,1,2004,1,0,0,248099,Wind
2050,2,Severe Storm/Thunder Storm/ Wind,3,2004,1,0,0,156617,Storms
2051,1,Lightning,2,2004,1,0,0,153685,Lightning
2052,1,Wind,1,2004,1,0,0,147233,Wind
2053,1,Flooding,3,2004,1,0,0,121857,Flooding
2054,3,Severe Storm/Thunder Storm/ Wind,3,2004,1,0,0,94046,Storms
2055,1,Wind,3,2004,2,0,0,85172,Wind
2056,1,Wind,3,2004,2,0,0,77262,Wind
2057,1,Wind,3,2004,1,0,0,76921,Wind
2058,1,Severe Storm/Thunder Storm/ Wind,3,2004,1,0,0,76715,Storms
2059,1,Wind,1,2004,1,0,0,32287,Wind
2060,1,Winter Weather,1,2004,2,0,0,30854,Winter Weather
2061,1,Severe Storm/Thunder Storm/ Wind,3,2004,1,0,0,30334,Storms
2062,2,Coastal,2,2004,1,23,0,0,Coastal
2063,4,Tornado,4,2004,1,0,11,0,Storms
2064,2,Severe Storm/Thunder Storm/ Wind,2,2005,1,0,0,19581658,Storms
2065,3,Lightning,2,2005,1,0,0,11421809,Lightning
2066,2,Severe Storm/Thunder Storm,4,2005,3,0,0,7582011,Storms
2067,1,Winter Weather,4,2005,1,0,0,5093723,Winter Weather
2068,3,Lightning,3,2005,1,0,0,4921570,Lightning
2069,1,Flooding,3,2005,1,0,0,4574887,Flooding
2070,1,Winter Weather,4,2005,1,0,0,1486600,Winter Weather
2071,1,Severe Storm/Thunder Storm/ Wind,2,2005,1,0,0,381716,Storms
2072,1,Severe Storm/Thunder Storm/ Wind,2,2005,1,0,0,87051,Storms
2073,1,Wind,2,2005,1,0,0,75201,Wind
2074,1,Severe Storm/Thunder Storm/ Wind,2,2005,1,0,0,14288,Storms
2075,2,Coastal,2,2005,1,24,0,0,Coastal
2076,2,Coastal,3,2005,1,24,0,0,Coastal
