Region,Hazard Event,Quarter,Year,Duration,Fatalities,Injuries,Property Damage,Hazard Event Grouped
2,Hurricane/Tropical Storm/ Severe Storm/Thunder Storm,3,1981,1,0,0,2381419,Storms
2,Coastal/ Wind,1,1981,1,43,0,358928,Coastal
3,Lightning/ Severe Storm/Thunder Storm/ Wind,3,1981,1,0,5,196875,Lightning/Storms
1,Winter Weather,4,1981,1,0,0,119996,Winter Weather
2,Coastal/ Flooding,4,1981,4,0,0,113525,Coastal
4,Tornado,3,1981,1,0,0,84530,Storms
2,Severe Storm/Thunder Storm,3,1981,1,0,0,73680,Storms
3,Lightning/ Severe Storm/Thunder Storm,3,1981,1,0,0,41470,Lightning/Storms
5,Flooding,3,1981,1,0,0,25799,Flooding
3,Flooding,3,1981,1,0,0,25339,Flooding
4,Wind,1,1981,1,0,0,18821,Wind
3,Wind,1,1981,1,0,0,18635,Wind
2,Wind,1,1981,1,0,0,18530,Wind
1,Wind,1,1981,1,0,0,16829,Wind
6,Wind,1,1981,1,0,0,16827,Wind
5,Wind,1,1981,1,0,0,16240,Wind
1,Winter Weather,4,1981,1,0,0,12703,Winter Weather
4,Lightning,2,1981,1,0,0,8233,Lightning
3,Tornado,2,1981,1,0,0,7895,Storms
2,Severe Storm/Thunder Storm,2,1981,1,0,0,7593,Storms
4,Tornado,2,1981,1,0,0,7463,Storms
4,Lightning,3,1981,1,10,10,7227,Lightning
1,Severe Storm/Thunder Storm,2,1981,1,0,0,4273,Storms
4,Tornado,1,1981,1,0,0,4227,Storms
4,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,2,1981,1,0,0,1098,Hail/Storms
1,Winter Weather,1,1981,1,0,0,460,Winter Weather
5,Wind,1,1981,1,6,0,0,Wind
4,Wind,1,1981,1,7,0,0,Wind
3,Heat,2,1981,1,11,0,0,Drought/Heat
2,Coastal/ Severe Storm/Thunder Storm/ Wind,2,1982,2,0,0,10714814,Coastal
2,Tornado,2,1982,1,0,93,3844506,Storms
6,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,2,1982,1,0,2,2111595,Hail/Storms
5,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,2,1982,1,0,2,2086077,Hail/Storms
2,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,2,1982,1,0,2,2072545,Hail/Storms
4,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,2,1982,1,0,3,2040841,Hail/Storms
3,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,2,1982,1,0,2,1802288,Hail/Storms
1,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,2,1982,1,0,2,1749513,Hail/Storms
3,Lightning/ Severe Storm/Thunder Storm/ Wind,2,1982,1,0,0,780393,Lightning/Storms
2,Tornado,2,1982,1,0,0,721503,Storms
2,Severe Storm/Thunder Storm,4,1982,1,0,0,435018,Storms
4,Lightning,3,1982,1,0,0,85093,Lightning
1,Severe Storm/Thunder Storm,2,1982,1,0,0,82271,Storms
2,Lightning/ Wind,2,1982,1,0,0,77460,Wind
1,Lightning/ Severe Storm/Thunder Storm,3,1982,1,11,0,75098,Lightning/Storms
1,Wind,2,1982,1,0,0,41728,Wind
3,Winter Weather,1,1982,1,0,0,29457,Winter Weather
1,Winter Weather,1,1982,1,0,0,29239,Winter Weather
6,Winter Weather,1,1982,1,0,0,28647,Winter Weather
5,Winter Weather,1,1982,1,0,0,28259,Winter Weather
3,Winter Weather,1,1982,2,0,0,18917,Winter Weather
6,Winter Weather,1,1982,2,0,0,18554,Winter Weather
4,Winter Weather,1,1982,2,0,0,17970,Winter Weather
2,Winter Weather,1,1982,2,0,0,17920,Winter Weather
5,Winter Weather,1,1982,2,0,0,17321,Winter Weather
1,Winter Weather,1,1982,2,0,0,16328,Winter Weather
1,Flooding/ Severe Storm/Thunder Storm,2,1982,1,0,0,8593,Flooding/Storms
4,Wind,3,1982,1,0,0,8403,Wind
5,Severe Storm/Thunder Storm/ Wind,1,1982,1,0,0,7725,Storms
4,Lightning,3,1982,1,0,23,7657,Lightning
5,Lightning/ Wind,3,1982,1,0,0,7617,Wind
5,Flooding/ Lightning,2,1982,1,0,0,4218,Flooding
3,Flooding/ Lightning,2,1982,1,0,0,3997,Flooding
4,Flooding/ Lightning,2,1982,1,0,0,3973,Flooding
2,Flooding/ Lightning,2,1982,1,0,0,3950,Flooding
3,Flooding,1,1982,14,0,0,3828,Flooding
1,Flooding,1,1982,14,0,0,3516,Flooding
4,Flooding,1,1982,14,0,0,3367,Flooding
2,Hail/ Severe Storm/Thunder Storm,2,1982,1,0,0,3013,Hail/Storms
1,Hail/ Severe Storm/Thunder Storm,2,1982,1,0,0,2868,Hail/Storms
5,Winter Weather,1,1982,1,0,1,1848,Winter Weather
6,Winter Weather,1,1982,1,0,1,1841,Winter Weather
2,Winter Weather,1,1982,1,0,3,1840,Winter Weather
3,Winter Weather,1,1982,1,12,1,1740,Winter Weather
1,Winter Weather,1,1982,1,0,1,1722,Winter Weather
4,Winter Weather,1,1982,1,0,1,1676,Winter Weather
1,Winter Weather,4,1982,1,0,0,1230,Winter Weather
1,Hail,2,1982,1,0,0,769,Hail
4,Tornado,3,1982,1,0,0,737,Storms
4,Hail/ Severe Storm/Thunder Storm/ Wind,2,1982,1,0,0,232,Hail/Storms
3,Hail/ Severe Storm/Thunder Storm/ Wind,2,1982,1,0,0,227,Hail/Storms
1,Hail/ Severe Storm/Thunder Storm/ Wind,2,1982,1,0,0,226,Hail/Storms
5,Hail/ Severe Storm/Thunder Storm/ Wind,2,1982,1,0,0,212,Hail/Storms
2,Hail/ Severe Storm/Thunder Storm/ Wind,2,1982,1,0,0,199,Hail/Storms
2,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,2,1982,2,0,0,170,Hail/Storms
1,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,2,1982,2,0,0,168,Hail/Storms
6,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,2,1982,2,0,0,166,Hail/Storms
5,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,2,1982,2,0,0,164,Hail/Storms
3,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,2,1982,2,0,0,156,Hail/Storms
4,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,2,1982,2,0,0,155,Hail/Storms
6,Winter Weather,1,1982,1,0,0,0,Winter Weather
6,Winter Weather,2,1982,1,0,0,0,Winter Weather
1,Winter Weather,1,1982,1,0,0,0,Winter Weather
1,Winter Weather,2,1982,1,0,0,0,Winter Weather
2,Winter Weather,1,1982,1,0,0,0,Winter Weather
2,Winter Weather,2,1982,1,0,0,0,Winter Weather
4,Winter Weather,1,1982,1,0,0,0,Winter Weather
4,Winter Weather,2,1982,1,0,0,0,Winter Weather
3,Winter Weather,1,1982,1,0,0,0,Winter Weather
3,Winter Weather,2,1982,1,0,0,0,Winter Weather
5,Winter Weather,1,1982,1,0,0,0,Winter Weather
5,Winter Weather,2,1982,1,0,0,0,Winter Weather
1,Lightning,3,1982,1,11,0,0,Lightning
3,Severe Storm/Thunder Storm/ Wind,2,1982,1,0,0,0,Storms
6,Winter Weather,2,1982,2,0,0,0,Winter Weather
1,Winter Weather,2,1982,2,0,0,0,Winter Weather
2,Winter Weather,2,1982,2,0,0,0,Winter Weather
4,Winter Weather,2,1982,2,0,0,0,Winter Weather
3,Winter Weather,2,1982,2,0,0,0,Winter Weather
5,Winter Weather,2,1982,2,0,0,0,Winter Weather
5,Lightning,2,1982,1,0,12,0,Lightning
4,Tornado,2,1983,1,0,0,1937312,Storms
2,Coastal/ Severe Storm/Thunder Storm,1,1983,2,0,0,1203391,Coastal
2,Coastal/ Severe Storm/Thunder Storm/ Wind,1,1983,2,0,0,1201693,Coastal
4,Lightning,3,1983,1,0,12,799971,Lightning
4,Tornado,2,1983,1,0,23,766919,Storms
2,Flooding,1,1983,1,0,0,550544,Flooding
6,Coastal/ Flooding/ Severe Storm/Thunder Storm/ Wind,1,1983,1,0,0,187458,Coastal
6,Winter Weather,4,1983,1,7,0,187458,Winter Weather
5,Winter Weather,4,1983,1,7,0,185321,Winter Weather
4,Winter Weather,4,1983,1,7,0,185028,Winter Weather
3,Winter Weather,4,1983,1,7,0,183426,Winter Weather
3,Coastal/ Flooding/ Severe Storm/Thunder Storm/ Wind,1,1983,1,0,0,182099,Coastal
2,Coastal/ Flooding/ Severe Storm/Thunder Storm/ Wind,1,1983,1,0,0,178998,Coastal
4,Coastal/ Flooding/ Severe Storm/Thunder Storm/ Wind,1,1983,1,0,0,177878,Coastal
1,Winter Weather,4,1983,1,6,0,169332,Winter Weather
1,Coastal/ Flooding/ Severe Storm/Thunder Storm/ Wind,1,1983,1,0,0,167661,Coastal
5,Coastal/ Flooding/ Severe Storm/Thunder Storm/ Wind,1,1983,1,0,0,157926,Coastal
2,Winter Weather,4,1983,1,6,0,156720,Winter Weather
1,Winter Weather,1,1983,2,0,0,127776,Winter Weather
5,Lightning/ Wind,3,1983,1,0,0,82779,Wind
4,Wind,1,1983,1,0,0,78895,Wind
2,Flooding,1,1983,14,0,0,78820,Flooding
1,Severe Storm/Thunder Storm/ Wind,3,1983,1,0,0,77658,Storms
4,Tornado,3,1983,1,0,0,71968,Storms
5,Severe Storm/Thunder Storm/ Wind,4,1983,1,0,0,46885,Storms
4,Severe Storm/Thunder Storm/ Wind,4,1983,1,0,0,45067,Storms
3,Severe Storm/Thunder Storm/ Wind,4,1983,1,0,0,44948,Storms
3,Wind,4,1983,1,0,0,35784,Wind
5,Severe Storm/Thunder Storm/ Wind,4,1983,2,0,0,30772,Storms
1,Severe Storm/Thunder Storm/ Wind,4,1983,2,0,0,30763,Storms
6,Severe Storm/Thunder Storm/ Wind,4,1983,2,0,0,29919,Storms
4,Severe Storm/Thunder Storm/ Wind,4,1983,2,0,0,29016,Storms
3,Severe Storm/Thunder Storm/ Wind,4,1983,2,0,0,28011,Storms
2,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,3,1983,1,0,12,27838,Hail/Storms
3,Lightning/ Wind,3,1983,1,0,0,24595,Wind
5,Lightning/ Wind,3,1983,1,0,0,24047,Wind
1,Flooding/ Wind,4,1983,1,0,0,21953,Wind
3,Flooding/ Wind,4,1983,1,0,0,21396,Wind
1,Lightning/ Wind,3,1983,1,0,0,21192,Wind
6,Flooding/ Wind,4,1983,1,0,0,21126,Wind
4,Lightning/ Wind,3,1983,1,0,0,21036,Wind
5,Flooding/ Wind,4,1983,1,0,0,20876,Wind
2,Winter Weather,4,1983,2,1,0,18935,Winter Weather
6,Winter Weather,4,1983,2,1,0,18892,Winter Weather
6,Lightning/ Wind,3,1983,1,0,0,18847,Wind
5,Winter Weather,1,1983,1,0,0,18759,Winter Weather
4,Flooding/ Wind,4,1983,1,0,0,18572,Wind
2,Winter Weather,1,1983,1,0,0,18218,Winter Weather
4,Lightning/ Wind,3,1983,1,0,0,18113,Wind
4,Winter Weather,1,1983,1,0,0,18032,Winter Weather
1,Winter Weather,1,1983,1,0,0,17366,Winter Weather
3,Winter Weather,4,1983,2,2,0,17307,Winter Weather
1,Winter Weather,4,1983,2,2,0,17235,Winter Weather
1,Lightning/ Wind,3,1983,1,0,0,16870,Wind
3,Winter Weather,1,1983,1,0,0,16837,Winter Weather
2,Lightning/ Wind,3,1983,1,0,0,16648,Wind
6,Winter Weather,1,1983,1,0,0,16427,Winter Weather
3,Lightning/ Wind,3,1983,1,0,0,16123,Wind
5,Lightning/ Wind,3,1983,1,0,0,16069,Wind
4,Winter Weather,4,1983,2,0,0,15980,Winter Weather
5,Winter Weather,4,1983,2,3,0,15678,Winter Weather
5,Lightning/ Tornado/ Wind,3,1983,1,0,0,8510,Lightning/Storms
3,Lightning,3,1983,1,0,25,8397,Lightning
2,Severe Storm/Thunder Storm/ Wind,1,1983,1,0,0,8319,Storms
4,Wind,3,1983,1,0,0,8319,Wind
2,Flooding/ Severe Storm/Thunder Storm,1,1983,1,0,0,7717,Flooding/Storms
4,Hail/ Severe Storm/Thunder Storm/ Wind,2,1983,1,0,0,7201,Hail/Storms
1,Severe Storm/Thunder Storm/ Wind,3,1983,1,0,0,7186,Storms
1,Winter Weather,4,1983,1,0,0,6557,Winter Weather
2,Wind/ Winter Weather,1,1983,1,0,0,1877,Winter Weather
1,Wind/ Winter Weather,1,1983,1,0,0,1851,Winter Weather
3,Wind/ Winter Weather,1,1983,1,0,0,1812,Winter Weather
6,Wind/ Winter Weather,1,1983,1,0,0,1613,Winter Weather
4,Wind/ Winter Weather,1,1983,1,0,0,1579,Winter Weather
5,Wind/ Winter Weather,1,1983,1,0,0,1575,Winter Weather
6,Winter Weather,2,1983,2,0,0,0,Winter Weather
1,Winter Weather,2,1983,2,0,0,0,Winter Weather
2,Winter Weather,2,1983,2,0,0,0,Winter Weather
4,Winter Weather,2,1983,2,0,0,0,Winter Weather
3,Winter Weather,2,1983,2,0,0,0,Winter Weather
5,Winter Weather,2,1983,2,0,0,0,Winter Weather
5,Lightning,3,1983,1,11,0,0,Lightning
2,Hurricane/Tropical Storm,3,1984,5,0,0,1335526,Storms
5,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,3,1984,1,0,0,867738,Hail/Storms
3,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,3,1984,1,0,38,845070,Hail/Storms
4,Flooding/ Severe Storm/Thunder Storm,3,1984,1,0,0,834449,Flooding/Storms
1,Flooding/ Lightning/ Wind,3,1984,1,0,24,822956,Flooding
4,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,3,1984,1,0,0,801635,Hail/Storms
5,Lightning,1,1984,1,0,0,772785,Lightning
1,Hail/ Wind,1,1984,1,0,0,769139,Hail/Storms
4,Flooding/ Severe Storm/Thunder Storm,2,1984,1,11,0,745519,Flooding/Storms
2,Tornado,1,1984,1,0,89,740288,Storms
1,Lightning,3,1984,1,0,0,735215,Lightning
3,Flooding/ Lightning/ Severe Storm/Thunder Storm,2,1984,1,0,36,396894,Flooding/Storms
3,Hail,1,1984,1,0,0,373116,Hail
2,Flooding/ Wind,4,1984,13,0,0,140986,Wind
1,Flooding/ Severe Storm/Thunder Storm,3,1984,1,0,0,83722,Flooding/Storms
3,Wind,2,1984,1,0,0,83563,Wind
4,Wind,2,1984,1,0,0,80258,Wind
1,Flooding/ Severe Storm/Thunder Storm,2,1984,1,0,0,79989,Flooding/Storms
3,Hail,2,1984,1,0,0,78063,Hail
5,Lightning,2,1984,1,0,0,76168,Lightning
5,Lightning,3,1984,1,0,0,76026,Lightning
1,Hail/ Wind,2,1984,1,0,0,73085,Hail/Storms
1,Flooding,3,1984,2,0,0,72174,Flooding
3,Lightning,3,1984,1,0,0,40087,Lightning
3,Winter Weather,1,1984,1,0,0,30353,Winter Weather
1,Winter Weather,1,1984,1,0,0,28137,Winter Weather
2,Winter Weather,1,1984,1,0,0,27141,Winter Weather
5,Flooding/ Lightning/ Severe Storm/Thunder Storm,3,1984,1,0,0,27105,Flooding/Storms
2,Flooding/ Lightning/ Severe Storm/Thunder Storm,3,1984,1,0,0,26985,Flooding/Storms
4,Flooding/ Lightning/ Severe Storm/Thunder Storm,3,1984,1,0,0,26903,Flooding/Storms
5,Winter Weather,1,1984,1,0,0,25998,Winter Weather
3,Flooding/ Lightning/ Severe Storm/Thunder Storm,3,1984,1,0,0,25091,Flooding/Storms
3,Flooding/ Severe Storm/Thunder Storm/ Wind,1,1984,1,0,0,18907,Flooding/Storms
2,Flooding/ Severe Storm/Thunder Storm/ Wind,3,1984,1,0,3,18881,Flooding/Storms
1,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,2,1984,1,0,0,18855,Hail/Storms
5,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,2,1984,1,0,0,18397,Hail/Storms
5,Flooding/ Severe Storm/Thunder Storm/ Wind,3,1984,1,0,1,18368,Flooding/Storms
2,Flooding/ Severe Storm/Thunder Storm/ Wind,1,1984,1,0,0,18167,Flooding/Storms
1,Flooding/ Severe Storm/Thunder Storm/ Wind,1,1984,1,0,0,18120,Flooding/Storms
6,Flooding/ Severe Storm/Thunder Storm/ Wind,3,1984,1,0,2,17610,Flooding/Storms
4,Flooding/ Severe Storm/Thunder Storm/ Wind,1,1984,1,0,0,17574,Flooding/Storms
3,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,2,1984,1,0,0,17533,Hail/Storms
1,Flooding/ Severe Storm/Thunder Storm/ Wind,3,1984,1,0,2,17145,Flooding/Storms
6,Flooding/ Severe Storm/Thunder Storm/ Wind,1,1984,1,0,0,16953,Flooding/Storms
4,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,2,1984,1,0,0,16817,Hail/Storms
4,Flooding/ Severe Storm/Thunder Storm/ Wind,3,1984,1,0,1,16667,Flooding/Storms
6,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,2,1984,1,0,0,16446,Hail/Storms
3,Flooding/ Severe Storm/Thunder Storm/ Wind,3,1984,1,0,2,16178,Flooding/Storms
5,Flooding/ Severe Storm/Thunder Storm/ Wind,1,1984,1,0,0,16167,Flooding/Storms
2,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,2,1984,1,0,0,16150,Hail/Storms
1,Flooding/ Severe Storm/Thunder Storm,1,1984,2,0,0,12429,Flooding/Storms
1,Flooding/ Severe Storm/Thunder Storm,1,1984,1,0,0,11847,Flooding/Storms
4,Severe Storm/Thunder Storm/ Wind,1,1984,1,0,0,8478,Storms
5,Wind,2,1984,1,0,0,8431,Wind
4,Flooding/ Wind,2,1984,1,0,0,8368,Wind
5,Hail/ Wind,1,1984,1,0,0,8279,Hail/Storms
1,Lightning,3,1984,1,0,0,8042,Lightning
3,Severe Storm/Thunder Storm/ Wind,1,1984,1,0,0,7965,Storms
2,Lightning,3,1984,1,0,0,7952,Lightning
5,Hail,2,1984,1,0,0,7886,Hail
4,Wind,3,1984,1,0,0,7750,Wind
3,Hail,1,1984,1,0,0,7615,Hail
1,Flooding/ Hail,2,1984,1,0,0,7567,Flooding
3,Lightning,3,1984,1,0,22,7479,Lightning
1,Lightning/ Wind,2,1984,1,0,0,7350,Wind
4,Lightning,3,1984,1,0,0,7268,Lightning
2,Hail,2,1984,1,0,0,7265,Hail
1,Winter Weather,1,1984,1,0,0,4753,Winter Weather
1,Hail/ Wind,2,1984,1,0,0,2900,Hail/Storms
5,Hail/ Wind,2,1984,1,0,0,2767,Hail/Storms
4,Hail/ Wind,2,1984,1,0,0,2739,Hail/Storms
3,Hail/ Wind,2,1984,1,0,0,2647,Hail/Storms
4,Wind,1,1984,1,0,0,1801,Wind
6,Wind,1,1984,1,0,0,1757,Wind
3,Wind,1,1984,1,0,0,1752,Wind
1,Wind,1,1984,1,0,0,1734,Wind
2,Wind,1,1984,1,0,0,1659,Wind
5,Wind,1,1984,1,0,0,1641,Wind
1,Wind,4,1984,1,0,0,1593,Wind
1,Winter Weather,4,1984,2,0,0,1389,Winter Weather
1,Severe Storm/Thunder Storm,1,1984,2,0,0,1367,Storms
3,Hail,2,1984,1,0,0,761,Hail
6,Drought,2,1984,20,0,0,0,Drought/Heat
1,Drought,2,1984,20,0,0,0,Drought/Heat
2,Drought,2,1984,20,0,0,0,Drought/Heat
4,Drought,2,1984,20,0,0,0,Drought/Heat
3,Drought,2,1984,20,0,0,0,Drought/Heat
5,Drought,2,1984,20,0,0,0,Drought/Heat
3,Hail,2,1984,1,0,0,0,Hail
2,Coastal/ Hurricane/Tropical Storm/ Severe Storm/Thunder Storm/ Wind,3,1985,2,0,0,9541131,Coastal
2,Hail/ Tornado,2,1985,1,0,0,858623,Hail/Storms
2,Tornado,4,1985,1,0,0,829535,Storms
2,Hail/ Tornado,2,1985,1,0,0,770724,Hail/Storms
5,Tornado,4,1985,1,0,0,715162,Storms
2,Winter Weather,1,1985,5,4,0,187923,Winter Weather
3,Wildfire,1,1985,21,0,0,184098,Wildfire
4,Winter Weather,1,1985,5,4,0,182530,Winter Weather
5,Winter Weather,1,1985,5,4,0,181806,Winter Weather
4,Wildfire,1,1985,21,0,0,177378,Wildfire
1,Wildfire,1,1985,21,0,0,176069,Wildfire
6,Wildfire,1,1985,21,0,0,175879,Wildfire
3,Winter Weather,1,1985,5,4,0,175397,Winter Weather
5,Wildfire,1,1985,21,0,0,170797,Wildfire
1,Winter Weather,1,1985,5,3,0,166696,Winter Weather
6,Winter Weather,1,1985,5,3,0,163129,Winter Weather
2,Wildfire,1,1985,21,0,0,162802,Wildfire
1,Hail/ Wind,2,1985,1,0,0,140285,Hail/Storms
1,Flooding/ Severe Storm/Thunder Storm,3,1985,3,0,0,90472,Flooding/Storms
5,Lightning,3,1985,1,0,0,87178,Lightning
4,Severe Storm/Thunder Storm/ Wind,2,1985,1,0,0,82160,Storms
1,Flooding/ Hail/ Wind,2,1985,1,0,0,76977,Flooding
5,Lightning,3,1985,1,0,0,74773,Lightning
2,Lightning,3,1985,1,0,0,74639,Lightning
2,Flooding,4,1985,1,0,0,74282,Flooding
1,Wind,3,1985,1,0,0,72839,Wind
1,Wind,2,1985,1,0,0,72673,Wind
3,Lightning,3,1985,1,0,0,72602,Lightning
2,Hurricane/Tropical Storm,4,1985,1,0,0,72094,Storms
5,Hail/ Severe Storm/Thunder Storm/ Wind/ Winter Weather,1,1985,2,0,0,18874,Hail/Storms
1,Hail/ Wind,2,1985,1,0,0,18564,Hail/Storms
3,Hail/ Severe Storm/Thunder Storm/ Wind/ Winter Weather,1,1985,2,0,0,18341,Hail/Storms
2,Hail/ Wind,2,1985,1,0,0,17886,Hail/Storms
6,Hail/ Wind,2,1985,1,0,0,17764,Hail/Storms
4,Hail/ Severe Storm/Thunder Storm/ Wind/ Winter Weather,1,1985,2,0,0,17316,Hail/Storms
5,Hail/ Wind,2,1985,1,0,0,16775,Hail/Storms
4,Hail/ Wind,2,1985,1,0,0,16389,Hail/Storms
2,Hail/ Severe Storm/Thunder Storm/ Wind/ Winter Weather,1,1985,2,0,0,16188,Hail/Storms
3,Hail/ Wind,2,1985,1,0,0,16152,Hail/Storms
1,Hail/ Severe Storm/Thunder Storm/ Wind/ Winter Weather,1,1985,2,0,0,16033,Hail/Storms
6,Hail/ Severe Storm/Thunder Storm/ Wind/ Winter Weather,1,1985,2,0,0,15957,Hail/Storms
1,Winter Weather,1,1985,1,0,0,14424,Winter Weather
2,Hail/ Wind,2,1985,1,0,0,14298,Hail/Storms
5,Hail/ Wind,2,1985,1,0,0,10832,Hail/Storms
1,Flooding/ Severe Storm/Thunder Storm,1,1985,1,0,0,8114,Flooding/Storms
5,Flooding,3,1985,1,0,0,7454,Flooding
1,Winter Weather,1,1985,1,0,0,4265,Winter Weather
4,Hail,2,1985,1,0,0,4160,Hail
5,Hail,2,1985,1,0,0,3944,Hail
3,Hail,2,1985,1,0,0,3762,Hail
3,Winter Weather,4,1985,1,0,0,1869,Winter Weather
2,Winter Weather,4,1985,1,0,0,1806,Winter Weather
1,Winter Weather,1,1985,1,0,0,1787,Winter Weather
4,Winter Weather,4,1985,1,0,0,1783,Winter Weather
2,Wildfire,2,1985,30,0,0,1782,Wildfire
1,Wildfire,2,1985,30,0,0,1770,Wildfire
1,Winter Weather,4,1985,1,0,0,1764,Winter Weather
3,Wildfire,2,1985,30,0,0,1669,Wildfire
4,Wildfire,2,1985,30,0,0,1662,Wildfire
5,Winter Weather,4,1985,1,0,0,1649,Winter Weather
6,Winter Weather,4,1985,1,0,0,1620,Winter Weather
5,Wildfire,2,1985,30,0,0,1605,Wildfire
6,Wildfire,2,1985,30,0,0,1549,Wildfire
2,Drought,1,1985,31,0,0,1144,Drought/Heat
4,Hail,3,1985,1,0,0,788,Hail
2,Hail,1,1985,1,0,0,731,Hail
4,Wind,3,1985,1,0,0,730,Wind
1,Winter Weather,1,1985,1,0,0,401,Winter Weather
6,Winter Weather,1,1985,1,0,0,0,Winter Weather
1,Winter Weather,1,1985,1,0,0,0,Winter Weather
2,Winter Weather,1,1985,1,0,0,0,Winter Weather
4,Winter Weather,1,1985,1,0,0,0,Winter Weather
3,Winter Weather,1,1985,1,0,0,0,Winter Weather
5,Winter Weather,1,1985,1,0,0,0,Winter Weather
1,Winter Weather,2,1985,1,0,0,0,Winter Weather
6,Heat,2,1985,7,0,0,0,Drought/Heat
1,Heat,2,1985,7,0,0,0,Drought/Heat
2,Heat,2,1985,7,0,0,0,Drought/Heat
4,Heat,2,1985,7,0,0,0,Drought/Heat
3,Heat,2,1985,7,0,0,0,Drought/Heat
5,Heat,2,1985,7,0,0,0,Drought/Heat
5,Winter Weather,4,1985,1,11,0,0,Winter Weather
3,Wind,3,1985,1,0,0,0,Wind
2,Coastal,4,1986,2,0,0,8675007,Coastal
3,Severe Storm/Thunder Storm/ Wind,1,1986,1,0,0,8037756,Storms
3,Drought,3,1986,31,0,0,1885686,Drought/Heat
2,Drought,3,1986,31,0,0,1854327,Drought/Heat
1,Drought,3,1986,31,0,0,1709592,Drought/Heat
5,Drought,3,1986,31,0,0,1689260,Drought/Heat
6,Drought,3,1986,31,0,0,1618616,Drought/Heat
4,Drought,3,1986,31,0,0,1566236,Drought/Heat
4,Wind,2,1986,1,0,0,863854,Wind
2,Lightning,3,1986,1,0,0,820578,Lightning
3,Wind,3,1986,1,0,12,795215,Wind
2,Wind,3,1986,1,0,0,791490,Wind
1,Lightning,3,1986,1,0,0,785466,Lightning
3,Flooding,3,1986,1,0,0,783643,Flooding
3,Lightning,3,1986,1,0,0,775083,Lightning
5,Wind,2,1986,1,0,0,748769,Wind
2,Flooding,3,1986,1,0,0,747818,Flooding
2,Lightning,4,1986,1,0,0,721186,Lightning
3,Wind,3,1986,1,0,0,87170,Wind
3,Hail,2,1986,1,0,0,84839,Hail
4,Wind,2,1986,1,0,0,84023,Wind
1,Hail,2,1986,1,0,0,83960,Hail
1,Lightning,3,1986,1,0,0,82422,Lightning
2,Flooding,4,1986,1,0,0,81859,Flooding
3,Wind,2,1986,1,0,0,81677,Wind
3,Hail,1,1986,1,0,0,81606,Hail
2,Flooding,4,1986,1,0,0,81518,Flooding
1,Hail,2,1986,1,0,0,81289,Hail
1,Flooding,2,1986,2,0,0,80845,Flooding
5,Lightning,3,1986,1,0,0,80409,Lightning
2,Hail,2,1986,1,0,0,78134,Hail
2,Lightning,3,1986,1,0,0,74425,Lightning
3,Flooding,3,1986,2,0,0,74187,Flooding
3,Hail,2,1986,1,0,0,71341,Hail
3,Lightning,2,1986,1,0,0,38110,Lightning
3,Winter Weather,1,1986,2,0,0,18743,Winter Weather
1,Winter Weather,1,1986,2,0,0,18714,Winter Weather
4,Drought,2,1986,30,0,0,18687,Drought/Heat
2,Drought,2,1986,30,0,0,18633,Drought/Heat
5,Winter Weather,1,1986,2,0,0,18628,Winter Weather
2,Winter Weather,1,1986,2,0,0,18163,Winter Weather
4,Winter Weather,1,1986,2,0,0,17898,Winter Weather
5,Drought,2,1986,30,0,0,17833,Drought/Heat
1,Drought,2,1986,30,0,0,17733,Drought/Heat
3,Drought,2,1986,30,0,0,17226,Drought/Heat
6,Drought,2,1986,30,0,0,16932,Drought/Heat
6,Winter Weather,1,1986,2,0,0,16293,Winter Weather
2,Wind,3,1986,1,0,0,8689,Wind
1,Severe Storm/Thunder Storm/ Wind,1,1986,1,0,0,8631,Storms
1,Wind,3,1986,1,0,0,8445,Wind
3,Wind,3,1986,1,0,0,8428,Wind
5,Wind,2,1986,1,0,0,8172,Wind
3,Wind,2,1986,1,0,0,8171,Wind
5,Lightning,3,1986,1,0,0,8034,Lightning
3,Lightning,3,1986,1,0,0,7606,Lightning
3,Lightning,4,1986,1,0,0,7368,Lightning
3,Flooding,4,1986,1,0,0,7236,Flooding
